date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:52:44	142097/142097	---MCZ	200	added ('OK')	text/xml	date:Tue,%2011%20Feb%202025%2003:52:45%20GMT	https://www.phslot8.com/blog-feed.xml	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/blog-feed.xml	(from https://www.phslot8.com/)
10:52:45	650640/650640	---MCZ	200	added ('OK')	text/html	etag:W/%2248c66f732b3070afc6332c2b484c0055%22	https://www.phslot8.com/jilikoslot	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/jilikoslot.html	(from https://www.phslot8.com/)
10:52:46	646668/646668	---MCZ	200	added ('OK')	text/html	etag:W/%22598dd12786f90da3e8d89d775451f8bd%22	https://www.phslot8.com/panaloko	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/panaloko.html	(from https://www.phslot8.com/)
10:52:46	586926/586926	---MCZ	200	added ('OK')	text/html	etag:W/%224335dc8fc2330c602666d108ba96a050%22	https://www.phslot8.com/otsobet	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/otsobet.html	(from https://www.phslot8.com/)
10:52:47	606408/606408	---MCZ	200	added ('OK')	text/html	etag:W/%22e812c92a68656f298dd8244dab25f667%22	https://www.phslot8.com/1xslots	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/1xslots.html	(from https://www.phslot8.com/)
10:52:48	613854/613854	---MCZ	200	added ('OK')	text/html	etag:W/%22fad9c9633c39e025f68a2ff839462486%22	https://www.phslot8.com/saggaming	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/saggaming.html	(from https://www.phslot8.com/)
10:52:49	631401/631401	---MCZ	200	added ('OK')	text/html	etag:W/%22670938faef1031ca707e9ec41fc47bca%22	https://www.phslot8.com/888casino	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/888casino.html	(from https://www.phslot8.com/)
10:52:50	613695/613695	---MCZ	200	added ('OK')	text/html	etag:W/%22e41e55b4d91afa5432fc5331c9247413%22	https://www.phslot8.com/22bet	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/22bet.html	(from https://www.phslot8.com/)
10:52:50	653883/653883	---MCZ	200	added ('OK')	text/html	etag:W/%2296b5946db04a08e4358ddcea5a48e88b%22	https://www.phslot8.com/20bet	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/20bet.html	(from https://www.phslot8.com/)
10:52:51	732049/732049	---MCZ	200	added ('OK')	text/html	etag:W/%229af3a729bc2f0bccd0d979f5390592c1%22	https://www.phslot8.com/online-slot-games	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/online-slot-games.html	(from https://www.phslot8.com/)
10:52:51	703210/703210	---MCZ	200	added ('OK')	text/html	etag:W/%220b82c47ba4d70be0eab4ba688f3a3326%22	https://www.phslot8.com/jilislot	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/jilislot.html	(from https://www.phslot8.com/)
10:52:52	673144/673144	---MCZ	200	added ('OK')	text/html	etag:W/%224ab68159a1254ce38b317b64a3cc7972%22	https://www.phslot8.com/jdbslot	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/jdbslot.html	(from https://www.phslot8.com/)
10:52:53	733118/733118	---MCZ	200	added ('OK')	text/html	etag:W/%22ef5599f26da95a2e3e59092f9b611941%22	https://www.phslot8.com/cq9slot	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/cq9slot.html	(from https://www.phslot8.com/)
10:52:53	716643/716643	---MCZ	200	added ('OK')	text/html	etag:W/%22514b7dce667c7a05e5aae175627a471f%22	https://www.phslot8.com/pgslot	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/pgslot.html	(from https://www.phslot8.com/)
10:52:54	656266/656266	---MCZ	200	added ('OK')	text/html	etag:W/%22cebe705fe23b2c0c8deadfbd75c06853%22	https://www.phslot8.com/bngslot	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/bngslot.html	(from https://www.phslot8.com/)
10:52:55	686517/686517	---MCZ	200	added ('OK')	text/html	etag:W/%22780c989c94598dfbf4d99a2e2504ef62%22	https://www.phslot8.com/yggdrasilslot	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/yggdrasilslot.html	(from https://www.phslot8.com/)
10:52:56	728371/728371	---MCZ	200	added ('OK')	text/html	etag:W/%2222b4708fc49cfb65f80a534eace3d6e6%22	https://www.phslot8.com/freetrialslots	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/freetrialslots.html	(from https://www.phslot8.com/)
10:52:56	882196/882196	---MCZ	200	added ('OK')	text/html	etag:W/%22a1522f570e8fe00e1cc58a97456dff33%22	https://www.phslot8.com/onlineslotsfreecredit	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/onlineslotsfreecredit.html	(from https://www.phslot8.com/)
10:52:57	590955/590955	---MCZ	200	added ('OK')	text/html	etag:W/%22e3605880b41c33c9cbaa84c1d1d89789%22	https://www.phslot8.com/freecredit	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/freecredit.html	(from https://www.phslot8.com/)
10:52:57	908671/908671	---MCZ	200	added ('OK')	text/html	etag:W/%223acf6ee6dfbb21d2329eba21bd5125a6%22	https://www.phslot8.com/blog	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/blog.html	(from https://www.phslot8.com/)
10:52:58	572373/572373	---MCZ	200	added ('OK')	text/html	etag:W/%2235f5ce2962a419b879f496b102154450%22	https://www.phslot8.com/contactphslot8	C:/My%20Web%20Sites/phslot8.com/www.phslot8.com/contactphslot8.html	(from https://www.phslot8.com/)
10:52:59	53180/53180	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:52:59%20GMT	https://static.wixstatic.com/media/17ea77_9ce0f7b840154d809ac327667e60b453~mv2.png/v1/fill/w_178,h_142,al_c,q_95,enc_avif,quality_auto/phslot8.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_9ce0f7b840154d809ac327667e60b453_mv2.png/v1/fill/w_178,h_142,al_c,q_95,enc_avif,quality_auto/phslot8.png	(from https://www.phslot8.com/)
10:53:00	192485/192485	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:00%20GMT	https://static.wixstatic.com/media/17ea77_f230ab5ecdf64165a0a6ad85f4e5e52f~mv2.png/v1/fill/w_311,h_432,al_c,q_95,enc_avif,quality_auto/online%20slot.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_f230ab5ecdf64165a0a6ad85f4e5e52f_mv2.png/v1/fill/w_311,h_432,al_c,q_95,enc_avif,quality_auto/online%20slot.png	(from https://www.phslot8.com/)
10:53:00	248290/248290	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202025%2003:53:00%20GMT	https://static.wixstatic.com/media/17ea77_768000b900de43e985b5c023ec1d875a~mv2.jpg/v1/fill/w_1868,h_1050,al_c,q_90,enc_avif,quality_auto/10001.jpg	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_768000b900de43e985b5c023ec1d875a_mv2.jpg/v1/fill/w_1868,h_1050,al_c,q_90,enc_avif,quality_auto/10001.jpg	(from https://www.phslot8.com/)
10:53:00	1707/1707	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202025%2003:53:01%20GMT	https://static.wixstatic.com/media/17ea77_12a1f01aa52e4eb7aabbbcea265f6e1c~mv2.jpg/v1/fill/w_107,h_30,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/17ea77_12a1f01aa52e4eb7aabbbcea265f6e1c~mv2.jpg	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_12a1f01aa52e4eb7aabbbcea265f6e1c_mv2.jpg/v1/fill/w_107,h_30,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/17ea77_12a1f01aa52e4eb7aabbbcea265f6e1c_mv2.jpg	(from https://www.phslot8.com/)
10:53:00	2797/2797	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202025%2003:53:01%20GMT	https://static.wixstatic.com/media/17ea77_7b2b9aac2fc14ab2abaf18a09c008bfe~mv2.jpg/v1/fill/w_82,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PanaloKO%20Get%20Free%2099%20(2).jpg	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_7b2b9aac2fc14ab2abaf18a09c008bfe_mv2.jpg/v1/fill/w_82,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PanaloKO%20Get%20Free%2099%20(2).jpg	(from https://www.phslot8.com/)
10:53:01	1671/1671	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202025%2003:53:02%20GMT	https://static.wixstatic.com/media/17ea77_dc29a6c5736d4868a66135afc45646bf~mv2.jpg/v1/fill/w_107,h_30,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PanaloKO%20Daily%20Crazy%20Bonus%20200.jpg	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_dc29a6c5736d4868a66135afc45646bf_mv2.jpg/v1/fill/w_107,h_30,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PanaloKO%20Daily%20Crazy%20Bonus%20200.jpg	(from https://www.phslot8.com/)
10:53:01	16280/16280	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:02%20GMT	https://static.wixstatic.com/media/420232_9327326d2e774fbdb4b7991b1df1993c~mv2.png/v1/crop/x_0,y_415,w_1040,h_301/fill/w_149,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/JILIACE-logo.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/420232_9327326d2e774fbdb4b7991b1df1993c_mv2.png/v1/crop/x_0,y_415,w_1040,h_301/fill/w_149,h_43,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/JILIACE-logo.png	(from https://www.phslot8.com/)
10:53:01	8457/8457	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:02%20GMT	https://static.wixstatic.com/media/17ea77_0050c712ef3049968f160e6653a29196~mv2.png/v1/fill/w_114,h_20,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/5%e6%98%9f.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_0050c712ef3049968f160e6653a29196_mv2.png/v1/fill/w_114,h_20,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/5%e6%98%9f.png	(from https://www.phslot8.com/)
10:53:02	27958/27958	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:03%20GMT	https://static.wixstatic.com/media/420232_6c95e9e5ebd048189e1298aade8e5d3e~mv2.png/v1/fill/w_163,h_65,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/200-80.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/420232_6c95e9e5ebd048189e1298aade8e5d3e_mv2.png/v1/fill/w_163,h_65,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/200-80.png	(from https://www.phslot8.com/)
10:53:02	13647/13647	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:03%20GMT	https://static.wixstatic.com/media/17ea77_71441372e2fb4030af90b1845a9f8a8d~mv2.png/v1/crop/x_37,y_0,w_226,h_120/fill/w_119,h_63,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/888casino.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_71441372e2fb4030af90b1845a9f8a8d_mv2.png/v1/crop/x_37,y_0,w_226,h_120/fill/w_119,h_63,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/888casino.png	(from https://www.phslot8.com/)
10:53:03	23205/23205	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:03%20GMT	https://static.wixstatic.com/media/17ea77_35c051eebaf5476dad6acec9b5a83229~mv2.png/v1/crop/x_20,y_0,w_245,h_120/fill/w_153,h_75,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/20Bet.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_35c051eebaf5476dad6acec9b5a83229_mv2.png/v1/crop/x_20,y_0,w_245,h_120/fill/w_153,h_75,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/20Bet.png	(from https://www.phslot8.com/)
10:53:03	1046/1046	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Feb%202025%2003:53:04%20GMT	https://static.wixstatic.com/media/420232_9c9901d06e5e4011b71a5cd467d623e7~mv2.jpg/v1/fill/w_53,h_53,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/photo_2023-04-11_00-22-28.jpg	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/420232_9c9901d06e5e4011b71a5cd467d623e7_mv2.jpg/v1/fill/w_53,h_53,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/photo_2023-04-11_00-22-28.jpg	(from https://www.phslot8.com/)
10:53:03	14393/14393	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:04%20GMT	https://static.wixstatic.com/media/420232_9d1b3b3ad1354f88a3d8a10e34a4bddf~mv2.png/v1/crop/x_0,y_68,w_940,h_381/fill/w_158,h_64,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/AD-Banner.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/420232_9d1b3b3ad1354f88a3d8a10e34a4bddf_mv2.png/v1/crop/x_0,y_68,w_940,h_381/fill/w_158,h_64,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/AD-Banner.png	(from https://www.phslot8.com/)
10:53:04	20668/20668	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:05%20GMT	https://static.wixstatic.com/media/17ea77_941ecc9af4d04232bfcf4c707ffc7363~mv2.png/v1/crop/x_0,y_40,w_300,h_207/fill/w_109,h_75,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/BK8.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_941ecc9af4d04232bfcf4c707ffc7363_mv2.png/v1/crop/x_0,y_40,w_300,h_207/fill/w_109,h_75,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/BK8.png	(from https://www.phslot8.com/)
10:53:04	10454/10454	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:05%20GMT	https://static.wixstatic.com/media/17ea77_1846ae24726e43c3887f008451896eb5~mv2.png/v1/fill/w_118,h_22,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/4%e6%98%9f.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_1846ae24726e43c3887f008451896eb5_mv2.png/v1/fill/w_118,h_22,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/4%e6%98%9f.png	(from https://www.phslot8.com/)
10:53:04	23451/23451	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:05%20GMT	https://static.wixstatic.com/media/17ea77_5c42763ab58c4ff4913583b0f3a89f1e~mv2.png/v1/fill/w_143,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/photo_2022-05-26_15-43-11-removebg-preview.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_5c42763ab58c4ff4913583b0f3a89f1e_mv2.png/v1/fill/w_143,h_53,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/photo_2022-05-26_15-43-11-removebg-preview.png	(from https://www.phslot8.com/)
10:53:05	9940/9940	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:06%20GMT	https://static.wixstatic.com/media/17ea77_0050c712ef3049968f160e6653a29196~mv2.png/v1/fill/w_118,h_21,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/5%e6%98%9f.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_0050c712ef3049968f160e6653a29196_mv2.png/v1/fill/w_118,h_21,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/5%e6%98%9f.png	(from https://www.phslot8.com/)
10:53:05	23902/23902	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:06%20GMT	https://static.wixstatic.com/media/17ea77_e9d5fbc684e6422f9b3f84ce1fcb8549~mv2.png/v1/fill/w_192,h_67,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/PKO%20Casino.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_e9d5fbc684e6422f9b3f84ce1fcb8549_mv2.png/v1/fill/w_192,h_67,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/PKO%20Casino.png	(from https://www.phslot8.com/)
10:53:05	13059/13059	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:06%20GMT	https://static.wixstatic.com/media/17ea77_0519844317374290ba9ea26bd2bed798~mv2.png/v1/fill/w_130,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/bcasino.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_0519844317374290ba9ea26bd2bed798_mv2.png/v1/fill/w_130,h_52,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/bcasino.png	(from https://www.phslot8.com/)
10:53:06	15445/15445	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:07%20GMT	https://static.wixstatic.com/media/17ea77_a141f07060fc4433b7288061c1cf5158~mv2.png/v1/fill/w_65,h_66,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/JILI%20slot.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_a141f07060fc4433b7288061c1cf5158_mv2.png/v1/fill/w_65,h_66,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/JILI%20slot.png	(from https://www.phslot8.com/)
10:53:06	16944/16944	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:07%20GMT	https://static.wixstatic.com/media/17ea77_3c0c732ac0b24d4b89220c45c74268d3~mv2.png/v1/fill/w_74,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/JDB.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_3c0c732ac0b24d4b89220c45c74268d3_mv2.png/v1/fill/w_74,h_71,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/JDB.png	(from https://www.phslot8.com/)
10:53:06	15368/15368	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:07%20GMT	https://static.wixstatic.com/media/17ea77_07999b3d88ab45cd8403d88d032b0f07~mv2.png/v1/fill/w_73,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PP%20SLOT.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_07999b3d88ab45cd8403d88d032b0f07_mv2.png/v1/fill/w_73,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PP%20SLOT.png	(from https://www.phslot8.com/)
10:53:07	15781/15781	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:08%20GMT	https://static.wixstatic.com/media/17ea77_4aa310e137634437b6f1345426a87082~mv2.png/v1/fill/w_74,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PG%20SLOT.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_4aa310e137634437b6f1345426a87082_mv2.png/v1/fill/w_74,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PG%20SLOT.png	(from https://www.phslot8.com/)
10:53:07	15147/15147	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:08%20GMT	https://static.wixstatic.com/media/17ea77_9d3f15194d9a44eda05be0e694e1963e~mv2.png/v1/fill/w_76,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/playtech%20slot.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_9d3f15194d9a44eda05be0e694e1963e_mv2.png/v1/fill/w_76,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/playtech%20slot.png	(from https://www.phslot8.com/)
10:53:08	14268/14268	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:08%20GMT	https://static.wixstatic.com/media/17ea77_4e4c8f1220384718b0e94ec598762f27~mv2.png/v1/fill/w_72,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Microgaming.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_4e4c8f1220384718b0e94ec598762f27_mv2.png/v1/fill/w_72,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Microgaming.png	(from https://www.phslot8.com/)
10:53:08	14658/14658	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:09%20GMT	https://static.wixstatic.com/media/17ea77_fe1b2950073a4bdb9510822c6b2a4588~mv2.png/v1/fill/w_72,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/NEXTSPIN.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_fe1b2950073a4bdb9510822c6b2a4588_mv2.png/v1/fill/w_72,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/NEXTSPIN.png	(from https://www.phslot8.com/)
10:53:08	15770/15770	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:09%20GMT	https://static.wixstatic.com/media/17ea77_17f51412efe84e4d858a4027306a6099~mv2.png/v1/fill/w_77,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PLAY'n%20GO.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_17f51412efe84e4d858a4027306a6099_mv2.png/v1/fill/w_77,h_58,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/PLAY'n%20GO.png	(from https://www.phslot8.com/)
10:53:09	14190/14190	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Feb%202025%2003:53:10%20GMT	https://static.wixstatic.com/media/17ea77_e5c9752d71704caaaedb002475371712~mv2.png/v1/fill/w_71,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/GAME%20PLAY%20SLOT.png	C:/My%20Web%20Sites/phslot8.com/static.wixstatic.com/media/17ea77_e5c9752d71704caaaedb002475371712_mv2.png/v1/fill/w_71,h_54,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/GAME%20PLAY%20SLOT.png	(from https://www.phslot8.com/)
